temp,dim_x,dim_y,energy,energy_var,c,vortex_density,rhat,n_eff
0.02,8,8,1.9901177194005677,3.152592623478039e-06,0.5044148197564862,0.0,1.000058177179194,3539.9145212641624
0.05,8,8,1.9752985218503236,1.9336212687655654e-05,0.49500704480398466,0.0,1.0008354880621946,3815.9158115896507
0.1,8,8,1.9499004611719362,7.75924666219394e-05,0.49659178638041207,0.0,1.0000383957845693,3969.443360672093
0.15000000000000002,8,8,1.9244403454722576,0.0001789678738199166,0.509064174421096,0.0,1.001649470483661,3853.850393442089
0.2,8,8,1.8992543271441131,0.00032573554906340895,0.5211768785014542,0.0,1.0008743982619608,3720.2064224544183
0.25,8,8,1.8727592176205443,0.0005139912963191459,0.5263270874308054,0.0,1.0005998064513968,3874.9563853591594
0.30000000000000004,8,8,1.846557218001243,0.0007495668837818778,0.533025339578224,0.0,1.0001337117121454,3820.2568678765874
0.35000000000000003,8,8,1.8192804272985887,0.001067341374962837,0.5576314122254821,0.0,1.0008479285107457,3875.847312238813
0.4,8,8,1.7913198939949309,0.0014658027631150772,0.5863211052460308,0.0,1.0007179763352652,3219.385683218619
0.45,8,8,1.7624948118397257,0.0018218688209561238,0.5758005162527995,0.0,1.0005998576018396,3793.9262691214644
0.5,8,8,1.7348312159105033,0.0023170352797478692,0.5931610316154545,0.0,0.9998461412921571,3768.560064040821
0.55,8,8,1.7041263714960602,0.00289404714033223,0.6122942710124387,0.0,1.0001883578348238,3313.870056374424
0.6000000000000001,8,8,1.6721070659628237,0.0034726838019330628,0.6173660092325443,0.00015625,1.001230162164719,3419.15972795221
0.65,8,8,1.6403576164776197,0.004488577221489901,0.6799264903558666,0.00015625,1.0009053898344797,3432.425738812848
0.7000000000000001,8,8,1.6103027117798523,0.005293236122481694,0.6913614527323028,0.00046875,1.001514329534038,3219.067187198474
0.75,8,8,1.572102516778947,0.0062815285952385995,0.714698364613814,0.00078125,1.0015810886267271,3122.4262596885596
0.8,8,8,1.5398557879236177,0.007598362818238686,0.7598362818238685,0.001875,1.0011827226106964,2818.2446207765793
0.8500000000000001,8,8,1.4988644797064024,0.009270204611308402,0.8211669136660729,0.00203125,1.0028632969365427,2240.7293001784083
0.9,8,8,1.4555460609168676,0.011101850512401965,0.8771832503626243,0.00421875,1.0023222176776387,2103.495404928145
0.9500000000000001,8,8,1.4032265418055123,0.013358639498140791,0.9473162635800672,0.00578125,1.0012645106418898,2511.3880316837663
1.0,8,8,1.3593192048188818,0.017366872083522264,1.111479813345425,0.008125,1.0009903144020624,1779.7394673880522
1.05,8,8,1.302022370491327,0.020121998955063454,1.1680797579356563,0.01109375,1.0033590612749632,1261.0535269423651
1.1,8,8,1.2444681045918071,0.023335111489158684,1.2342538308315334,0.01265625,1.0048823004357104,1110.2982008317679
1.1500000000000001,8,8,1.1854174354060185,0.02551836765686228,1.2349153346232027,0.02453125,1.0026382981397113,1251.5380762954098
1.2000000000000002,8,8,1.1073428008571473,0.029785570516894934,1.323803134084219,0.0284375,1.0045399913138668,738.9936520561814
1.25,8,8,1.0483186700179736,0.029094344350312776,1.1917043445888114,0.03953125,1.0062712627163544,933.5730531536828
1.3,8,8,0.9763875237267965,0.030652084478467376,1.1607889980011314,0.04140625,1.0033362326866944,1004.4042870012182
1.35,8,8,0.9216683721030423,0.03018483495583646,1.0599887172419935,0.0475,1.0011645144412795,1272.6609201386095
1.4000000000000001,8,8,0.8769855977692612,0.028350298705216524,0.9257240393540087,0.05796875,1.0020953153188517,1293.2345475178126
1.4500000000000002,8,8,0.8372609507978299,0.02932600876114091,0.8926823118730167,0.056875,1.000952989343686,1520.4763976713775
1.5,8,8,0.7914052021401125,0.027096802664833407,0.770753498021928,0.0690625,1.0024647598126748,1789.0360434040253
1.55,8,8,0.75739144176506,0.025276245225048774,0.673331818690165,0.070625,1.0011219023630853,1869.45348253543
1.6,8,8,0.7283972584741215,0.02437069015334698,0.6092672538336744,0.07265625,1.00077614624039,2128.0712899414166
1.6500000000000001,8,8,0.6864862583308352,0.023706873867645827,0.5572965757683499,0.08140625,1.0017074028011008,2045.1800843527208
1.7000000000000002,8,8,0.6689245427886491,0.023250767951540484,0.5148958992728687,0.0815625,1.0021967086670818,2224.8057877169313
1.75,8,8,0.648905008749836,0.023156235924955273,0.4839180732072285,0.08859375,1.001779452076443,2624.094722098237
1.8,8,8,0.6240062782795756,0.022112674193278524,0.43679356431167454,0.0865625,1.0025411238754156,2889.736528569159
1.85,8,8,0.6017946286602878,0.021858588552743547,0.4087508158876806,0.0928125,1.0005769706696022,2723.057909259017
1.9000000000000001,8,8,0.5807691112282344,0.020727302611319557,0.36746464463281203,0.09203125,1.0010226889138858,2761.308966881974
1.9500000000000002,8,8,0.5639136576059705,0.01978941248955508,0.3330762391404405,0.100625,1.0021165300326889,3046.878847532293
2.0,8,8,0.5487881296950344,0.019915600966822468,0.3186496154691595,0.09953125,1.0000239093014138,3419.293969391644
