temp,dim_x,dim_y,energy,energy_var,c,vortex_density,rhat,n_eff
0.001,4,4,1.999535924103769,3.042161371374039e-08,0.4867458194198462,0.0,1.0046390595798647,682.2225253480021
0.002,4,4,1.9990273652997896,1.226467448301472e-07,0.4905869793205888,0.0,1.008694497394612,262.6543733743455
0.004,4,4,1.9981365057431282,4.489433056171928e-07,0.44894330561719276,0.0,1.0004765136329832,4499.334777701568
0.008,4,4,1.99618810698065,1.9261327491794174e-06,0.48153318729485434,0.0,1.0005382712274562,4888.935284948333
0.012,4,4,1.9943436662245595,4.0995418794906365e-06,0.4555046532767374,0.0,1.0003042027660831,5596.874153891788
0.016,4,4,1.9924752499312002,7.475726765287609e-06,0.4672329228304755,0.0,1.0004269317414027,6139.575257522212
0.02,4,4,1.9906538959613809,1.162770815752337e-05,0.4651083263009348,0.0,1.0014154677967204,4526.635074073824
0.024,4,4,1.9887551065339006,1.6714980987282667e-05,0.4643050274245185,0.0,1.000460362439526,5913.825712789553
0.028,4,4,1.9867792169864817,2.330082460526056e-05,0.4755270327604196,0.0,1.0015804989447314,5987.293049975146
0.032,4,4,1.9850129347235643,2.9907149517534614e-05,0.4672992112114783,0.0,1.000061213449084,7062.093965504329
0.036000000000000004,4,4,1.982800045619161,3.995793672222564e-05,0.49330786076821764,0.0,1.0003877854411085,5203.647468589479
0.04,4,4,1.9811825510543029,4.7244834106473266e-05,0.47244834106473266,0.0,1.0002179506075393,5645.264672568668
0.044,4,4,1.9792316787794095,5.749141248939698e-05,0.4751356404082395,0.0,1.0009509797798284,6172.540847872359
0.048,4,4,1.977540446913672,6.915328938093422e-05,0.48023117625648765,0.0,1.0001790339087975,6047.3140778417655
0.052000000000000005,4,4,1.9755074768457737,8.143368165151009e-05,0.4818561044468052,0.0,1.0005363324139487,6529.906231086915
0.056,4,4,1.9734163701845977,9.285749112345257e-05,0.47376270981353347,0.0,1.00016921011729,7018.454442466673
0.06,4,4,1.9714125574153103,0.0001082734616521419,0.4812153851206307,0.0,1.001333436633091,5506.413661926541
0.064,4,4,1.969600486459848,0.00012330294157101906,0.4816521155117932,0.0,1.00094220511518,6644.280408424953
0.068,4,4,1.9676902640930005,0.00013835428396422964,0.4787345465890298,0.0,0.9998723537321338,5724.03511835499
0.07200000000000001,4,4,1.9660509104047648,0.0001494749431951641,0.46134241726902486,0.0,1.0003477608991387,6937.922452915391
0.076,4,4,1.9637648053062766,0.00017114107781887608,0.47407500780852097,0.0,1.0007967308592114,7048.509753944643
0.08,4,4,1.9621728256077322,0.00018717887834839776,0.46794719587099437,0.0,1.0003647692855488,7850.214045070939
0.084,4,4,1.9599247060795042,0.00020163133557486853,0.4572139128681825,0.0,1.000694126244234,6559.94449396962
0.088,4,4,1.9583430013274725,0.00022694904898404704,0.46890299376869227,0.0,1.0014784992914796,7867.6616382167595
0.092,4,4,1.9564475699934456,0.00024618241540410105,0.4653731860190946,0.0,0.999998438432397,7965.650578363478
0.096,4,4,1.9544774790005246,0.00027393356280897013,0.4755791020989064,0.0,1.0001893222199458,7874.786070075181
0.1,4,4,1.952451420058063,0.0003080033039547786,0.4928052863276457,0.0,1.0006794662329574,6252.583535639497
0.10400000000000001,4,4,1.9509715346145913,0.00031787176117037744,0.47022449877274763,0.0,1.0002696102757145,7663.422392159567
0.108,4,4,1.9485666996494548,0.0003550883896484989,0.4870896977345664,0.0,1.0004732769761102,7737.066483223694
0.112,4,4,1.9467367092635142,0.0003764292295000895,0.48013932334195086,0.0,1.000176681866122,7240.055998964242
0.116,4,4,1.9449385002449175,0.0004134531975635003,0.49162092457015494,0.0,1.000171939232528,6567.870568438059
