temp,dim_x,dim_y,energy,energy_var,c
0.01,8,8,1.9950747207031183,7.628312437588168e-07,0.48821199600564275
0.02,8,8,1.9901080801190913,3.1010583279148887e-06,0.4961693324663821
0.03,8,8,1.9852158983212378,6.999803995907665e-06,0.4977638397089895
0.04,8,8,1.9801924907916733,1.2532261291015586e-05,0.5012904516406234
0.05,8,8,1.9751720824935486,1.9572417346262765e-05,0.5010538840643267
0.06,8,8,1.9702738356756606,2.803209625951155e-05,0.49834837794687203
0.07,8,8,1.9652181267146203,3.671479865398777e-05,0.47954022731739127
0.08,8,8,1.9601456359422011,5.125947139636337e-05,0.5125947139636337
0.09,8,8,1.9553046415373931,6.253302957264775e-05,0.4940881348949946
0.1,8,8,1.9505280094903712,7.699593635058613e-05,0.49277399264375116
0.11,8,8,1.9450138736997626,9.703309872410841e-05,0.5132329188713173
0.12,8,8,1.939920127646391,0.00011541137800305362,0.5129394577913494
0.13,8,8,1.9350162129055033,0.00013561869470292477,0.5135855894075257
0.14,8,8,1.9298215687354177,0.0001551002160236572,0.506449684975207
0.15,8,8,1.924646125631251,0.00017909302482209817,0.5094201594939682
0.16,8,8,1.918936740747272,0.00020836148315893447,0.5209037078973361
0.17,8,8,1.9143131620412561,0.0002400884816596407,0.5316838348171973
0.18,8,8,1.9090338784264158,0.0002581994038612267,0.510023513799954
0.19,8,8,1.9036681167130602,0.00029832170011378546,0.5288805763790102
0.2,8,8,1.8990943091035446,0.00032240793384820377,0.515852694157126
0.21,8,8,1.8931682975131803,0.00036521055144129484,0.5300107776018792
0.22,8,8,1.888595626687099,0.00039967136442303904,0.5284910603941012
0.23,8,8,1.8835024448450526,0.0004208798609837361,0.5091930265209661
0.24,8,8,1.8784569375196223,0.00046724883377863736,0.5191653708651527
0.25,8,8,1.8727950113133804,0.0005253076219064703,0.5379150048322255
0.26,8,8,1.8670708264776028,0.000558156945583656,0.5284326112034613
0.27,8,8,1.862685995590341,0.000601173518865003,0.5277792209514429
0.28,8,8,1.857028334567837,0.00066035670391037,0.5390666970696897
0.29,8,8,1.8507514255062696,0.0006858515202842791,0.5219321914172874
0.3,8,8,1.8452952942012162,0.0007774109821275241,0.5528255872906839
0.31,8,8,1.8394998130462534,0.00081256707230791,0.541147686032323
0.32,8,8,1.8346022229497179,0.0008663824811515608,0.5414890507197255
0.33,8,8,1.8298957515618153,0.0009297022773069381,0.5463815036514603
0.34,8,8,1.824448802379943,0.0009803241250482561,0.5427400000267162
0.35000000000000003,8,8,1.8183659748154664,0.001063400491514085,0.5555725016889912
0.36,8,8,1.8134035139962845,0.001121498708658759,0.5538265227944489
0.37,8,8,1.8079121155726863,0.0011891707467337586,0.5559308092838608
0.38,8,8,1.8022289905261373,0.0012568653541301352,0.5570594367335779
0.39,8,8,1.7971515499060382,0.0013145204933581386,0.5531184192959951
0.4,8,8,1.7899180183147234,0.0014081114249179026,0.563244569967161
0.41000000000000003,8,8,1.7857969936936198,0.001442352231484192,0.5491406473229523
0.42,8,8,1.7794955247637807,0.001569943086847672,0.569593863708906
0.43,8,8,1.7735219017859476,0.0016253567940283642,0.562589696148271
0.44,8,8,1.7701347362016497,0.0016808503933278295,0.5556530225877122
0.45,8,8,1.7635232814445458,0.0017449010705204138,0.5514749062385504
0.46,8,8,1.757453902922161,0.0019121099208484575,0.5783319231299683
0.47000000000000003,8,8,1.7517304382199554,0.0019313732557592676,0.5595649088664243
0.48,8,8,1.7458478528567105,0.002109279073546813,0.5859108537630038
0.49,8,8,1.740333003779686,0.002263204567679083,0.6032698556079188
0.5,8,8,1.7347816298659775,0.002294715077636022,0.5874470598748216
0.51,8,8,1.7268737179103004,0.0024559590814345624,0.604311346450642
0.52,8,8,1.7230050745255232,0.002521080910572878,0.5967055409639948
0.53,8,8,1.7169441606835265,0.002555796655896346,0.5823103808379
0.54,8,8,1.7090505296264549,0.0027238610567025677,0.597829587204953
0.55,8,8,1.7041446966498237,0.002842485661736089,0.6013853962020155
0.56,8,8,1.697906874889237,0.0029135827744223544,0.5946087294739498
0.5700000000000001,8,8,1.691641221339161,0.003177364882557363,0.6258890504268119
0.58,8,8,1.6867089875727226,0.0033304818580650367,0.6336231834606492
0.59,8,8,1.6793614685858818,0.00337615131588686,0.6207230227427724
0.6,8,8,1.6737242131942724,0.0035756503921525835,0.635671180827126
0.61,8,8,1.6680894794804488,0.003653224238756432,0.6283427876388382
0.62,8,8,1.6625770430516835,0.0036957065290077634,0.6153101401053508
0.63,8,8,1.6560894283818408,0.003945598197114153,0.6362264666548395
0.64,8,8,1.6500605553617156,0.004111131874473786,0.6423643553865291
0.65,8,8,1.6424120359304821,0.004295560633152178,0.6506884746076671
0.66,8,8,1.6352447369929703,0.0045018806936367945,0.6614333434177108
0.67,8,8,1.628573487414453,0.004574485953629441,0.6521877946809627
0.68,8,8,1.6220206404951698,0.004824770447690945,0.6677882972582622
0.6900000000000001,8,8,1.6152345680479132,0.004983613820915416,0.6699249832778545
0.7000000000000001,8,8,1.6095506408333395,0.005110309228527031,0.6674689604606734
0.71,8,8,1.6018909214092694,0.005362175284437788,0.6807760726126134
0.72,8,8,1.5941683520904077,0.00560850251594693,0.6924077180181395
0.73,8,8,1.587790095761392,0.00574022668544178,0.6893873294581984
0.74,8,8,1.5797863311542009,0.006101486344500053,0.713102859839305
0.75,8,8,1.574108922790624,0.006211009451810503,0.7066748531837729
0.76,8,8,1.5676334025605392,0.006628147039904162,0.7344207246431204
