temp,dim_x,dim_y,energy,energy_var,c,vortex_density,rhat,n_eff
0.1,16,16,1.9496006360361615,1.9834019412324735e-05,0.5077508969555131,0.0,1.0006133229624536,3632.3816642372026
0.2,16,16,1.8977842833594945,7.934393467550815e-05,0.5078011819232521,0.0,1.0009912456021248,3885.383880335562
0.30000000000000004,16,16,1.8444710245123013,0.00019018992211067921,0.540984667337043,0.0,1.0003471187283521,3699.283853712881
0.4,16,16,1.7890675020790414,0.0003494206119571527,0.5590729791314442,0.0,1.0013386460614604,3273.147708323054
0.5,16,16,1.7310313970076179,0.0005797728421634866,0.5936873903754103,3.90625e-05,1.002113215467793,3834.3499717767095
0.6000000000000001,16,16,1.669544465968349,0.0008950539558572383,0.6364828130540359,0.0001953125,1.0030434278340943,3035.955644999199
0.7000000000000001,16,16,1.604245257050862,0.0013072165394281523,0.6829539471298101,0.000703125,0.9998283123612025,3028.6192417737425
0.8,16,16,1.530172469936683,0.0019763851329075827,0.790554053163033,0.00140625,1.0004366086815424,2038.9346966525059
0.9,16,16,1.442144228708794,0.002973814697650885,0.9398722995044771,0.0038671875,1.000310957178505,1799.9489553720543
1.0,16,16,1.3353717952920983,0.00471250649837832,1.20640166358485,0.009609375,1.0019209135541418,1184.5238644581805
1.1,16,16,1.2019836995666002,0.006919724258914502,1.464007777092655,0.020703125,1.012618004468534,362.3539342154963
1.2000000000000002,16,16,1.057104584117791,0.007297428492150093,1.2973206208266828,0.0333984375,1.0080915254938698,672.4831812721162
1.3,16,16,0.9455745079257217,0.006524519007562976,0.988329506471078,0.047421875,1.0086161477703595,983.0730434846686
1.4000000000000001,16,16,0.8524011859254318,0.006242041863311224,0.8152871005141189,0.059375,1.0057254184743072,1739.917471675279
1.5,16,16,0.7792400339071777,0.005904235141675812,0.6717707538973369,0.0692578125,1.0014856642802104,2306.2041776358906
1.6,16,16,0.7189670859814521,0.005672919887517104,0.5672919887517104,0.0780078125,1.0004483472678758,2360.89434376815
1.7000000000000002,16,16,0.6663066086316212,0.005429488725416985,0.4809512504175598,0.08328125,1.0020689744071725,2587.832897653188
1.8,16,16,0.6213952038662821,0.005351800855495609,0.422858339199653,0.0909765625,1.0000868074023888,3237.8899643454606
1.9000000000000001,16,16,0.5826383245077157,0.005227024705704891,0.37066989602782596,0.09296875,1.0011932206142935,3116.6914767152
2.0,16,16,0.5476627548883654,0.005108466737668139,0.3269418712107609,0.0983203125,1.000074751479707,3365.9093583099075
2.1,16,16,0.5180846068735578,0.005057545540712037,0.29358994522047194,0.1055078125,1.00089618275876,3667.6404119426425
2.2,16,16,0.4919103849362505,0.00483541675565746,0.2557575804645268,0.1034765625,1.00022571641992,3953.7565693917095
2.3000000000000003,16,16,0.46723363709865684,0.004850312972853019,0.23472214008513662,0.109609375,1.0007828692995966,3676.554055862574
2.4000000000000004,16,16,0.4439378643034188,0.004791821334520292,0.21296983708979067,0.11265625,1.000241218882483,3594.717157068035
2.5,16,16,0.4223805803643196,0.004614375442597297,0.18900481812878528,0.11515625,0.9998950600124921,4146.904971153299
2.6,16,16,0.40681546751418735,0.0045091269165651515,0.17075983589359153,0.11859375,1.0006810982925114,4177.5087897129015
2.7,16,16,0.38997447735918056,0.004417605617018868,0.15513128092686282,0.11984375,1.0000519275682551,4219.039281681009
2.8000000000000003,16,16,0.3721449470253621,0.0043848101375968465,0.14317747388071334,0.12140625,1.0010848738931106,4362.8787690010095
2.9000000000000004,16,16,0.36047735464171665,0.004441471572946254,0.1351981834333223,0.1210546875,1.0006704448743848,4574.398098500838
3.0,16,16,0.34699253579862477,0.004505314146947579,0.12815115795762003,0.1253125,1.0003600191791933,4164.662237197147
3.1,16,16,0.33545780971711464,0.004123324973001899,0.10984091499359896,0.1250390625,1.0003437644523663,4501.873905222965
