temp,dim_x,dim_y,energy,energy_var,c,time
0.9,32,32,1.439408819667871,0.0007606361847284811,0.9615943866197094,21966
1.0,32,32,1.326257088741189,0.0013150740603277318,1.3466358377755974,16839.7
1.1,32,32,1.176353939746013,0.0018190564279646148,1.5394328778807977,21006.7
1.2,32,32,1.0449740343685001,0.0017028315281292345,1.210902420003011,21487.3
1.3,32,32,0.9419631734807564,0.0015335758352282099,0.9292199143631283,12268.3
0.1,32,32,1.9494025317684776,5.086012668666055e-06,0.520807697271404,27776.2
